"Id"	"name_prof"	"cod"
"1990"	"Общ работник / леярство"	"9321"
"1991"	"Общ работник / обществено хранене"	"9133"
"1992"	"Общ работник / производство"	"9321"
"1993"	"Общ работник / склад"	"9333"
"1994"	"Общ работник, зареждане на конвейр / производство"	"9321"
"1996"	"Общ работник, поддържане и ремонт на сгради"	"9315"
"1998"	"Общ работник, риболовен плавателен съд"	"9215"
"1999"	"Общ работник, строителство на сгради"	"9315"
"2000"	"Общ работник, събирач на стружки / машиностроене"	"9321"
"2002"	"Общ работник, чистач на отходни места и бани"	"9134"
"2003"	"Общ работник, чистач на помещения"	"9135"
"2004"	"Овощар"	"6113"
"2005"	"Овцевъд (козевъд)"	"6121"
"2006"	"Огняр"	"8162"
"2007"	"Огняр, парен котел / производство на топлоенергия"	"8162"
"2008"	"Одитор"	"2411"
"2009"	"Озеленител, парк"	"6141"
"2010"	"Окачествител / добив на полезни изкопаеми"	"7116"
"2011"	"Окачествител / шивашко производство"	"7441"
"2012"	"Окачествител на прежди / текстилно производство"	"7433"
"2013"	"Окачествител на яйца (овоскопист)"	"5223"
"2014"	"Окачествител, ФОМ / дървообработване"	"7423"
"2015"	"Окачествител, изсушен тютюн"	"7415"
"2016"	"Окачествител, конфекция / шивашко производство"	"7442"
"2017"	"Окачествител, плетиво"	"7436"
"2019"	"Окачествител, сертификати"	"3155"
"2021"	"Окачествител, сортиран тютюн"	"7415"
"2022"	"Окачествител, строителна керамика"	"7323"
"2025"	"Окачествител, тъкани / текстилно производство"	"7434"
"2026"	"Океанограф"	"2114"
"2027"	"Окръжен прокурор"	"1125"
"2028"	"Оксиженист"	"7213"
"2029"	"Оксиженист-газозаварчик"	"7213"
"2030"	"Окултист"	"5146"
"2031"	"Опаковчик"	"9323"
"2032"	"Оператор / атомна електроцентрала (АЕЦ)"	"3117"
"2033"	"Оператор / далекосъобщения"	"3134"
"2034"	"Оператор / добив на скални материали"	"8114"
"2035"	"Оператор / жп транспорт"	"8312"
"2036"	"Оператор / кожарско производство"	"8268"
"2037"	"Оператор / компютърна обработка на информацията"	"4114"
"2038"	"Оператор / нефтопреработване"	"8155"
"2039"	"Оператор / порцеланово-фаянсово производство"	"8132"
"2040"	"Оператор / прахова металургия"	"8213"
"2041"	"Оператор / пречиствателна подстанция"	"8165"
"2044"	"Оператор / производство на алкохолни напитки"	"8277"
"2045"	"Оператор / производство на безалкохолни напитки"	"8277"
"2046"	"Оператор / производство на бензини"	"8155"
"2048"	"Оператор / производство на бира"	"8277"
"2049"	"Оператор / производство на бяла захар"	"8276"
"2050"	"Оператор / производство на вар"	"8137"
"2051"	"Оператор / производство на водороден газ"	"8155"
"2052"	"Оператор / производство на въгледвуокис"	"8276"
"2053"	"Оператор / производство на глицерин"	"8222"
"2054"	"Оператор / производство на дървесни плоскости"	"8143"
"2055"	"Оператор / производство на експлозивни материали"	"8223"
"2056"	"Оператор / производство на електровакуумни изделия"	"8214"
"2057"	"Оператор / производство на електронни елементи"	"8214"
"2059"	"Оператор / производство на емайли и летливи лакове"	"8225"
"2062"	"Оператор / производство на изкуствени кожи"	"8227"
"2064"	"Оператор / производство на каучукови изделия"	"8231"
"2065"	"Оператор / производство на кондензатори"	"8215"
"2067"	"Оператор / производство на лед"	"8159"
"2068"	"Оператор / производство на лимонена киселина"	"8276"
"2069"	"Оператор / производство на линолеум"	"8227"
"2070"	"Оператор / производство на мастила и туш"	"8225"
"2071"	"Оператор / производство на мая за хляб"	"8276"
"2072"	"Оператор / производство на миещи продукти"	"8222"
"2073"	"Оператор / производство на нетъкан текстил"	"8227"
"2074"	"Оператор / производство на нишесте и гликоза"	"8276"
"2075"	"Оператор / производство на обувки"	"8269"
"2076"	"Оператор / производство на парафини"	"8155"
"2077"	"Оператор / производство на пектин"	"8271"
"2078"	"Оператор / производство на пластмасови изделия"	"8232"
"2080"	"Оператор / производство на промишлени диаманти"	"8136"
"2081"	"Оператор / производство на смазки и моторни масла"	"8155"
"2082"	"Оператор / производство на сокове"	"8271"
"2084"	"Оператор / производство на стъкларски изделия"	"8132"
"2085"	"Оператор / производство на сух лед"	"8276"
"2086"	"Оператор / производство на торове, пестициди"	"8157"
"2087"	"Оператор / производство на туткал"	"8222"
"2088"	"Оператор / производство на фойерверки"	"8223"
"2089"	"Оператор / производство на фотографска хартия"	"8226"
"2090"	"Оператор / производство на фотографски плаки"	"8226"
"2092"	"Оператор / производство на халогенен газ"	"8155"
"2093"	"Оператор / производство на хартиени изделия"	"8145"
"2094"	"Оператор / производство на хартия и картон"	"8144"
"2097"	"Оператор / производство на хлорен газ"	"8155"
"2098"	"Оператор / производство на целулоза"	"8144"
"2099"	"Оператор / производство на цимент"	"8137"
"2100"	"Оператор / радиопредавател"	"3134"
"2101"	"Оператор / студио за звукозапис"	"3132"
"2102"	"Оператор, ЕИМ"	"4114"
"2103"	"Оператор, автоматизирани поточни линии"	"8171"
"2104"	"Оператор, автоматика / бетонов център"	"8218"
"2105"	"Оператор, агрегатни машини / металообработване"	"8211"
"2106"	"Оператор, адресираща машина / пощи и съобщения"	"4141"
"2107"	"Оператор, асфалтосмесител"	"8336"
"2109"	"Оператор, бродировачна машина"	"8266"
"2111"	"Оператор, вентилационни съоръжения"	"8164"
"2113"	"Оператор, водоразпределение"	"8163"
"2114"	"Оператор, газоразпределение"	"8163"
"2115"	"Оператор, главно ел.табло / енергетика"	"8161"
"2116"	"Оператор, гланциране на хартия"	"8144"
"2119"	"Оператор, допълнителна обработка на кожи"	"8268"
"2120"	"Оператор, дървообработващи машини"	"8241"
"2121"	"Оператор, ел.табло \"собствени нужди\" / енергетика"	"8161"
"2122"	"Оператор, електрическа подстанция / енергетика"	"8161"
"2123"	"Оператор, електронна везна за товарни автомобили"	"8292"
"2124"	"Оператор, енергиен блок"	"8161"
"2125"	"Оператор, енергийни агрегати, задвижвани от вятъра"	"8161"
"2126"	"Оператор, затварячна машина"	"8291"
"2128"	"Оператор, изпитване и настройка / енергетика"	"8161"
"2129"	"Оператор, изтегляне на проводници и тел"	"8125"
"2130"	"Оператор, импрегниране / дървообработване"	"8142"
"2135"	"Оператор, инсталация термична обработка на тютюн"	"8278"
"2137"	"Оператор, книговезки машини / полиграфия"	"8253"
"2138"	"Оператор, коксова батерия / коксово производство"	"8156"
"2139"	"Оператор, команден пулт / поточни линии"	"8171"
"2140"	"Оператор, командно табло / ВЕЦ и ПАВЕЦ"	"8161"
"2141"	"Оператор, компютър"	"4114"
"2145"	"Оператор, копирна машина"	"4193"
"2147"	"Оператор, леене на метали"	"8126"
"2148"	"Оператор, лепене / дървообработване"	"8142"
"2149"	"Оператор, линия за бутилиране на олио"	"8291"
"2150"	"Оператор, линия за макаронени изделия"	"8274"
"2151"	"Оператор, литографски конвейр"	"8252"
"2152"	"Оператор, манипулиране и ферментиране на тютюн"	"8278"
"2153"	"Оператор, масообмен / химични процеси"	"8154"
"2154"	"Оператор, машини  / животновъдство"	"8331"
"2159"	"Оператор, машини за извличане на растителни масла"	"8279"
"2160"	"Оператор, машини за мелничарски продукти"	"8273"
"2162"	"Оператор, машини за обработка на зърнени продукти"	"8273"
"2163"	"Оператор, машини за обработка на фуражи"	"8273"
"2167"	"Оператор, машини за подготовка на текстилни влакна"	"8261"
"2172"	"Оператор, машини за производство на захар на бучки"	"8276"
"2174"	"Оператор, машини за производство на пудра-захар"	"8276"
"2175"	"Оператор, машини за проявяване на филми"	"8226"
"2179"	"Оператор, медицинска апаратура"	"3135"
"2180"	"Оператор, металообработваща машина"	"8211"
"2182"	"Оператор, металургична пещ"	"8121"
"2185"	"Оператор, микроскоп"	"3135"
"2186"	"Оператор, микрофилмова техника"	"8226"
"2187"	"Оператор, микрофон"	"3132"
"2189"	"Оператор, монорелсов път"	"8171"
"2191"	"Оператор, наборни машини / полиграфия"	"8251"
"2192"	"Оператор, обработка на азбест"	"8113"
"2193"	"Оператор, обработка на кожи"	"8268"
"2194"	"Оператор, обработка на минерали"	"8219"
"2195"	"Оператор, обработка на отпадъци"	"8165"
"2197"	"Оператор, опаковка на течни и аерозолни препарати"	"8291"
"2198"	"Оператор, оптични медицински апарати"	"3135"
"2200"	"Оператор, парна инсталация / енергетика"	"8162"
"2201"	"Оператор, парна турбина / енергетика"	"8161"
"2202"	"Оператор, печатарски конвейр"	"8252"
"2203"	"Оператор, печатарски машини"	"8252"
"2205"	"Оператор, плетачна машина"	"8265"
"2207"	"Оператор, подготовка на порцеланово-фаянсова маса"	"8131"
"2208"	"Оператор, подготовка на стъклена маса"	"8131"
"2209"	"Оператор, подстанция / енергетика"	"8161"
"2211"	"Оператор, пощенски / съобщения"	"4141"
"2212"	"Оператор, предачни машини / текстилно производство"	"8262"
"2213"	"Оператор, предпечатна подготовка"	"4114"
"2214"	"Оператор, преработване на природен газ"	"8155"
"2215"	"Оператор, промиване на минерали"	"8114"
"2217"	"Оператор, пропарване / дървообработване"	"8142"
"2218"	"Оператор, пулт / обогатяване на полезни изкопаеми"	"8113"
"2220"	"Оператор, пулт на поточна линия"	"8171"
"2221"	"Оператор, пълнене и запойка на ампули"	"8291"
"2222"	"Оператор, първична обработка на дърво"	"8141"
"2223"	"Оператор, първична обработка на метали"	"8123"
"2224"	"Оператор, радиодиагностични апарати"	"3135"
"2225"	"Оператор, разпределение на електроенергия"	"8161"
"2226"	"Оператор, разцепване на скални материали"	"8219"
"2227"	"Оператор, рафиниране на нефт"	"8155"
"2228"	"Оператор, роботизирани линии"	"8172"
"2229"	"Оператор, рязане на скални материали"	"8219"
"2230"	"Оператор, смеси / производство на кибрит"	"8223"
"2233"	"Оператор, спомагателни съоръжения / енергетика"	"8161"
"2237"	"Оператор, сушене / дървообработване"	"8142"
"2240"	"Оператор, съединяване на хартия"	"8144"
"2243"	"Оператор, текстопредаващи апарати"	"4113"
"2244"	"Оператор, телевизионна камера"	"3132"
"2245"	"Оператор, телекс"	"4113"
"2246"	"Оператор, телефотоапаратура"	"4113"
"2249"	"Оператор, термична обработка на горивата"	"8156"
"2250"	"Оператор, технологичен пулт / енергетика"	"8161"
"2253"	"Оператор, транспортиране под налягане на газове"	"8163"
"2256"	"Оператор, трошене на скални материали и минерали"	"8219"
"2257"	"Оператор, тъкачни машини"	"8264"
"2258"	"Оператор, ултразвукова техника"	"3135"
"2260"	"Оператор, факсимилна машина"	"4113"
"2261"	"Оператор, филмова камера"	"3132"
"2264"	"Оператор, фино сатиниране  на хартия"	"8144"
"2265"	"Оператор, флаер-машина / текстилно производство"	"8262"
"2266"	"Оператор, хидрогрупа / ВЕЦ и ПАВЕЦ"	"8161"
"2267"	"Оператор, химичен контрол / енергетика"	"8161"
"2268"	"Оператор, химическа обработка на кожи"	"8268"
"2269"	"Оператор, химическа обработка на повърхности"	"8224"
"2271"	"Оператор, химическо смилане и смесване"	"8151"
"2272"	"Оператор, химично филтриране"	"8153"
"2273"	"Оператор, целогумен агрегат / химични процеси"	"8231"
"2274"	"Оператор, централна компресорна станция"	"8163"
"2278"	"Оператор, щавене на кожи"	"8268"
"2279"	"Оператор-координатор / конвейрна система"	"8171"
"2280"	"Оператор-радист, морзов код"	"3134"
"2281"	"Описвач / спортен тотализатор"	"4215"
"2282"	"Оповестител, говорител по радиоуредба"	"4191"
"2283"	"Определител на копирни светлини"	"3473"
"2284"	"Оптик"	"3254"
"2285"	"Оптометрист"	"3254"
"2286"	"Организатор / дом на културата"	"4191"
"2287"	"Организатор / задгранично дружество"	"3439"
"2288"	"Организатор / производство"	"3119"
"2290"	"Организатор / производство прецизна апаратура"	"3139"
"2294"	"Организатор / ремонт на МПС"	"3115"
"2295"	"Организатор / строителство"	"3112"
"2296"	"Организатор / технически ремонт и поддържане"	"3115"
"2297"	"Организатор / читалище"	"4191"
"2298"	"Организатор технически, абонамент / пощи"	"4141"
"2299"	"Организатор, ТРЗ"	"3423"
"2300"	"Организатор, валутни и кредитни въпроси"	"3419"
"2301"	"Организатор, доставка на възли и детайли"	"3115"
"2302"	"Организатор, експлоатация / транспорт"	"3422"
"2304"	"Организатор, звукови ефекти"	"3473"
"2305"	"Организатор, изкупуване"	"3421"
"2306"	"Организатор, информационно обслужване"	"3122"
"2307"	"Организатор, ишлеме"	"3429"
"2308"	"Организатор, капитално строителство"	"3431"
"2310"	"Организатор, консултантска дейност"	"3431"
"2311"	"Организатор, координационен контрол"	"3431"
"2312"	"Организатор, културни прояви"	"3479"
"2314"	"Организатор, международни връзки"	"3414"
"2317"	"Организатор, оперативно управление и контрол"	"3155"
"2318"	"Организатор, пласмент и реализация"	"3421"
"2319"	"Организатор, протокол"	"3431"
"2320"	"Организатор, пътуване"	"3414"
"2321"	"Организатор, развитие и внедряване"	"3119"
"2322"	"Организатор, светлинни ефекти"	"3473"
"2323"	"Организатор, снимачна продукция"	"3473"
"2324"	"Организатор, социално-битови въпроси"	"3431"
"2326"	"Организатор, събиране на вземания"	"3429"
"2327"	"Организатор, техническа експлоатация на МПС"	"3115"
"2329"	"Организатор, търгове -  цени и ефективност"	"3415"
"2330"	"Организатор, търговска дейност"	"3421"
"2331"	"Организатор, учебна дейност"	"3431"
"2332"	"Организатор, физкултура"	"3477"
"2333"	"Организатор, хигиена"	"3439"
"2334"	"Организатор, чистота на обществени места"	"3429"
"2335"	"Оризопроизводител"	"6111"
"2336"	"Оркестратор"	"2455"
"2337"	"Орнитолог"	"2211"
"2338"	"Ортопед и травматолог"	"2221"
"2339"	"Ортопедичен техник"	"3253"
"2340"	"Осветител"	"7333"
"2341"	"Осеменител"	"6121"
"2342"	"Осигурител"	"3412"
"2344"	"Отвръщач на изделия от метал / металургия"	"8124"
"2346"	"Отговорен лаборант / производство"	"3156"
"2347"	"Отговорен редактор"	"2452"
"2348"	"Отговорен секретар / редакция"	"2452"
"2349"	"Отговорен секретар / синдикат"	"1142"
"2350"	"Отговорник / взривен склад"	"7117"
"2351"	"Отговорник / електроработилница"	"7242"
"2353"	"Отговорник / порцеланово-фаянсово производство"	"7322"
"2354"	"Отговорник / почивна база"	"5121"
"2355"	"Отговорник / производство на строителна керамика"	"7323"
"2356"	"Отговорник / работническо общежитие"	"5121"
"2357"	"Отговорник, ателие / културни институции"	"5145"
"2360"	"Отговорник, информационно обслужване"	"4122"
"2361"	"Отговорник, качество / производство"	"3155"
"2362"	"Отговорник, книжарница"	"5221"
"2363"	"Отговорник, ловна дружинка"	"6154"
"2364"	"Отговорник, научна апаратура"	"3136"
"2366"	"Отговорник, претоварна база"	"4133"
"2367"	"Отговорник, радиационна безопасност"	"3154"
"2369"	"Отговорник, строително-ремонтни работи"	"7129"
"2370"	"Отливар / стъкларско производство"	"8132"
"2371"	"Отливар на кукли за флехт машина, текстилни машини"	"7225"
"2372"	"Отчетник"	"4122"
"2373"	"Отчетник / автосервиз"	"4137"
"2374"	"Отчетник ценни образци / автомобилен транспорт"	"4137"
"2375"	"Отчетник, изчислител на грешки / полиграфия"	"7349"
"2376"	"Офицер / Българска армия (отбрана)"	"1"
"2377"	"Офицер / Въоръжени сили"	"1"
"2378"	"Офортист-печатар / полиграфия"	"7343"
"2379"	"Охранител"	"5161"
"2381"	"Охранител, невъоръжен"	"9154"
"2382"	"Оценител на обект за приватизация"	"2419"
"2383"	"Оценител на тютюн"	"7415"
"2384"	"Оценител, застрахователни загуби"	"3419"
"2385"	"Оценител, търгове"	"3415"
"2386"	"Павьор"	"9312"
"2387"	"Пазач, въоръжена охрана"	"5161"
"2388"	"Пазач, музеи / култура"	"9154"
"2389"	"Пазач, невъоръжена охрана"	"9154"
"2390"	"Пазач, охрана на предприятие"	"5161"
"2391"	"Пазач, паркинг"	"9154"
"2392"	"Пазач, училище / образование"	"9154"
"2393"	"Пазител на ценности / банков трезор"	"4211"
"2394"	"Пакетировач"	"9323"
"2395"	"Палеонтолог"	"2114"
"2396"	"Палубен боцман"	"8341"
"2397"	"Паразитолог"	"2211"
"2398"	"Паразитолог, ветеринарен"	"2223"
"2399"	"Парафинист"	"5132"
"2400"	"Парафиньор / дървообработване"	"8142"
"2401"	"Паркетчия / строителство"	"7132"
"2402"	"Парламентарен секретар / Министерски съвет"	"1121"
"2403"	"Паспортист"	"4145"
"2404"	"Пастир / животновъдство"	"9213"
"2405"	"Пастировчик на плочи / производство на акумулатори"	"8216"
"2406"	"Пастор"	"2461"
"2407"	"Патентен експерт"	"2479"
"2408"	"Патентовед"	"2479"
"2409"	"Патолог, ветеринарен лекар"	"2223"
"2410"	"Патолог-биолог, животни, растения"	"2211"
"2411"	"Патриарх"	"1145"
"2412"	"Патрул, плажен"	"5169"
"2413"	"Певец, народни песни"	"3476"
"2414"	"Педагог / обединен детски комплекс (ОДЗ)"	"2363"
"2415"	"Педагог / частна практика"	"2363"
"2416"	"Педагогически съветник"	"2361"
"2417"	"Пекар / производство на кондензатори"	"8215"
"2418"	"Пекар / производство на строителна керамика"	"8133"
"2419"	"Пекар / химични процеси"	"8152"
"2420"	"Пекар, вар"	"8137"
"2422"	"Пеналог"	"2445"
"2424"	"Перач / затвор, казарма"	"9137"
"2425"	"Перач / училище, болница"	"9137"
"2426"	"Перач на вълна / текстилно производство"	"7432"
"2427"	"Петролог"	"2114"
"2428"	"Печатар / полиграфия"	"8252"
"2429"	"Печатар / текстилно производство"	"7437"
"2430"	"Печатар машинист, зареждач / полиграфия"	"8252"
"2431"	"Печатар машинист, събирач / полиграфия"	"8252"
"2432"	"Печатар на копирки"	"9321"
"2434"	"Печатар, помощник-машинист / полиграфия"	"8252"
"2435"	"Печатар-подавач / полиграфия"	"7343"
"2436"	"Пещар / порцеланово-фаянсово производство"	"8132"
"2437"	"Пещар / производство на строителна керамика"	"8133"
"2438"	"Пещар, металокерамични и електровъгленови изделия"	"8213"
"2439"	"Пиколо"	"9151"
"2440"	"Пилозъбчик / металообработване"	"8211"
"2441"	"Пирографист, дърводелец"	"7425"
"2442"	"Пирометрист"	"8132"
"2443"	"Пиротехник"	"8124"
"2444"	"Писател - драматург"	"2451"
"2445"	"Писател - публицист"	"2451"
"2446"	"Писател, техническа литература"	"2451"
"2447"	"Плазморезач"	"7213"
"2448"	"Плазовчик"	"7213"
"2449"	"Плакатист"	"2454"
"2450"	"Плакировач, пясък / леярство"	"8126"
"2451"	"Плакировчик, студено валцуване / металургия"	"8123"
"2452"	"Планински водач (гид)"	"5115"
"2453"	"Планински спасител"	"5169"
"2454"	"Плановик"	"2419"
"2455"	"Планопазител"	"4142"
"2456"	"Пласьор"	"9112"
"2457"	"Плетач и почиствач, кабелни форми"	"8217"
"2458"	"Плетач на шелф"	"8283"
"2460"	"Плетач, ръчно художествено плетиво"	"7436"
"2461"	"Плетач-майстор / трикотаж"	"7436"
"2462"	"Пломбаджия / жп транспорт"	"8312"
"2463"	"Погребален агент"	"5144"
"2464"	"Подавач, плочи за лакиране / дървообработване"	"8143"
"2468"	"Подготвител, фурнирни платна / дървообработване"	"8143"
"2469"	"Подреждач, пакети за обрязване / дървообработване"	"8143"
"2470"	"Поет"	"2451"
"2471"	"Пожарникар"	"3453"
"2472"	"Полевъд / растениевъдство"	"6111"
"2473"	"Поливач / растениевъдството"	"9212"
"2474"	"Полиграфист, отговорник на филиал"	"7349"
"2475"	"Полировач / металообработване"	"8212"
"2477"	"Полировач, дърводелец"	"7424"
"2478"	"Политолог"	"2442"
"2479"	"Полицай"	"3452"
"2480"	"Помолог"	"2212"
"2481"	"Помощник възпитател / детска градина (детска ясла)"	"5131"
"2482"	"Помощник готвач"	"5123"
"2483"	"Помощник директор / училище на бюджетна издръжка"	"1153"
"2484"	"Помощник епидемиолог"	"3222"
"2485"	"Помощник лесничей"	"6141"
"2486"	"Помощник локомотивен машинист / жп транспорт"	"8311"
"2487"	"Помощник машинист, агрегат за тютюневи бали"	"8278"
"2488"	"Помощник оператор / производство на топлоенергия"	"8162"
"2489"	"Помощник председател / академия"	"1151"
"2490"	"Помощник ректор / висше училище"	"1152"
"2491"	"Помощник-длъжностно лице по гражданско състояние"	"5144"
"2492"	"Помощник-капитан / кораб"	"3141"
"2493"	"Помощник-консерватор  на художествени произведения"	"3471"
"2494"	"Помощник-началник смяна, подземен минен участък"	"1222"
"2495"	"Помощник-оператор на печатарски машини"	"8252"
"2496"	"Помощник-оператор, литографски конвейр"	"8252"
"2497"	"Помощник-режисьор"	"3473"
"2498"	"Помощник-реставратор"	"3471"
"2500"	"Помощник-фармацевт"	"3228"
"2501"	"Помпиер, петролни продукти"	"8163"
"2502"	"Портиер, жилищна сграда"	"9141"
"2503"	"Портиер, обществена сграда"	"9141"
"2505"	"Посредник / спорт"	"3429"
"2506"	"Посредник, държавни поръчки"	"3415"
"2507"	"Посредник, записи, книги / издателство"	"3429"
"2508"	"Посредник, недвижими имоти"	"3413"
"2509"	"Посредник, работна сила"	"3423"
"2510"	"Посредник, стоки"	"3421"
"2511"	"Посредник, транспортни услуги"	"3422"
"2512"	"Посредник, туристически услуги"	"3414"
"2513"	"Посредник, търгове"	"3415"
"2514"	"Посредник, фондова борса"	"3411"
"2515"	"Посредник, ценни книжа"	"3411"
"2516"	"Постановчик"	"2457"
"2519"	"Почиствач на сита и цулаги / дървообработване"	"8143"
"2520"	"Почиствач, ел. възли в ултразвукова вана"	"8214"
"2522"	"Почиствач-шмиргелист / леярство"	"7212"
"2523"	"Пощальон"	"9152"
"2524"	"Пощенски контрольор / съобщения"	"4141"
"2525"	"Пощенски оператор / съобщения"	"4141"
"2526"	"Пощенски служител"	"4141"
"2527"	"Правителствен агент"	"2471"
"2528"	"Правителствен преводач / държавна администрация"	"2471"
"2529"	"Правителствен съагент / държавна администрация"	"2472"
"2530"	"Преброител"	"4122"
"2531"	"Преводач"	"2447"
"2532"	"Преводач със средно език. образование"	"3479"
"2533"	"Преводач, частна практика"	"2447"
"2534"	"Превозвач с лодка (лодкар)"	"9331"
"2535"	"Предач, БД / текстилно производство"	"8262"
"2537"	"Предач, груби флаери / текстилно производство"	"8262"
"2541"	"Предач, майстор"	"7433"
"2543"	"Предач, режещи машини / текстилно производство"	"8262"
"2544"	"Председател / Конституционен съд"	"1111"
"2545"	"Председател / Народно събрание"	"1111"
"2546"	"Председател / академия"	"1151"
"2547"	"Председател / общински съвет"	"1131"
"2548"	"Председател / организация на потребителите"	"1143"
"2549"	"Председател / организация на работодатели"	"1142"
"2550"	"Председател / политическа партия"	"1141"
"2551"	"Председател / спортен клуб"	"1144"
"2552"	"Председател / спортна организация"	"1144"
"2554"	"Председател / творческо сдружение"	"1143"
"2555"	"Председател / фондация с идеална цел"	"1143"
"2557"	"Председател на комисия / Народно събрание"	"1111"
"2558"	"Председател на отделение / съд"	"1125"
"2559"	"Председател поземлена комисия / община"	"1131"
"2560"	"Председател, Висш адвокатски съвет"	"1146"
"2561"	"Председател, Върховен административен съд"	"1113"
"2562"	"Председател, Върховен касационен съд"	"1113"
"2563"	"Председател, Върховен съд"	"1113"
"2565"	"Председател, Патентно ведомство"	"1112"
"2566"	"Председател, адвокатска колегия"	"1146"
"2567"	"Председател, държавна агенция"	"1112"
"2568"	"Председател, държавна комисия"	"1112"
"2569"	"Председател, надзорен съвет / дружество по ТЗ"	"1211"
"2570"	"Председател, управителен съвет / кооперация"	"1211"
"2571"	"Представител / културни институции"	"3429"
"2572"	"Представител, бизнес услуги"	"3429"
"2573"	"Представител, продажби"	"2414"
"2574"	"Президент / синдикат"	"1142"
"2575"	"Президент на Републиката"	"1111"
"2576"	"Прелезопазач / жп транспорт"	"9316"
"2577"	"Пренавивач (дублирки) / текстилно производство"	"8263"
"2580"	"Пренавивач / текстилно производство"	"8263"
"2582"	"Преносвач"	"9333"
"2583"	"Преносвач товаро-разтоварач"	"9333"
"2584"	"Препаратор, учебни помагала"	"7332"
"2585"	"Преподавател / ПУЦ"	"3312"
"2586"	"Преподавател / университет, колеж"	"2312"
"2587"	"Преподавател по кормилна практика"	"3341"
"2591"	"Преподавател, балет"	"3313"
"2592"	"Преподавател, изящни изкуства"	"3313"
"2593"	"Преподавател, каменоделство"	"3313"
"2594"	"Преподавател, машинопис"	"3313"
"2595"	"Преподавател, музикални инструменти"	"3313"
"2596"	"Преподавател, народни художествени занаяти"	"3313"
"2597"	"Преподавател, народно пеене"	"3313"
"2598"	"Преподавател, печатарство"	"3313"
"2599"	"Преподавател, приложни изкуства"	"3313"
"2600"	"Преподавател, работа с метали"	"3312"
"2601"	"Преподавател, танци"	"3313"
"2602"	"Пресовач на модели / текстилно производство"	"7437"
"2603"	"Престъргвач, лагери / металообработване"	"8211"
"2604"	"Пресьор / металообработване"	"8211"
"2606"	"Пресьор, гумени и пластмасови форми / полиграфия"	"7346"
"2609"	"Пресьор, шперплат"	"8143"
"2613"	"Приготвител, лакове и багрила, дърводелец"	"7424"
"2615"	"Приготвител, сплави за акумулатори / леярство"	"7212"
"2616"	"Придружител"	"5142"
"2617"	"Придружител / природен резерват"	"9153"
"2618"	"Придружител на инвалиди"	"5142"
"2619"	"Приемник-зареждач на щрипс"	"9321"
"2620"	"Приемчик / изкупуване на селскостопански продукти"	"5223"
"2622"	"Приемчик, снабдяване"	"4133"
"2624"	"Прикачвач / дърводобив"	"9214"
"2625"	"Припойчик"	"7213"
"2626"	"Природолечител"	"3259"
"2627"	"Прислужник, личен"	"9131"
"2628"	"Прислужник, религиозен храм"	"9141"
"2629"	"Прислужник, чистач / училище"	"9135"
"2631"	"Пробивчик / металообработване"	"8211"
"2632"	"Пробовземач"	"3156"
"2633"	"Проверител / спортен тотализатор"	"4144"
"2635"	"Проверител, марки и ценни книжа"	"4144"
"2636"	"Прогнозист на време"	"2112"
"2637"	"Програмен директор / БНТ, БНР"	"1157"
"2638"	"Програмист, настройчик на промишлени роботи"	"3123"
"2639"	"Програмист, приложен специалист"	"3122"
"2640"	"Продавач / бензиностанция (газостанция)"	"5221"
"2641"	"Продавач / дистрибутивна търговия"	"9112"
"2642"	"Продавач / магазин"	"5221"
"2643"	"Продавач / открит щанд (сергия)"	"5222"
"2644"	"Продавач / пазар"	"5222"
"2646"	"Продавач, демонстратор / магазин"	"5221"
"2647"	"Продавач, дистрибутор / склад на едро"	"5221"
"2648"	"Продавач, доставчик на стоки по каталог / търговия"	"9112"
"2649"	"Продавач, изпълнение на поръчки по телефона"	"9112"
"2650"	"Продавач, имоти"	"3413"
"2651"	"Продавач, театрални програми"	"9111"
"2652"	"Продавач-консултант / магазин"	"5221"
"2653"	"Продуцент"	"2457"
"2654"	"Проектант инженер, електроника и автоматика"	"2144"
"2655"	"Проектант, компютърни системи"	"2131"
"2656"	"Проектант, строителен инженер"	"2142"
"2658"	"Производител, бубено семе"	"6124"
"2660"	"Производител, вълна"	"6121"
"2661"	"Производител, гъбен мицел"	"6114"
"2662"	"Производител, гъби"	"6114"
"2663"	"Производител, дървен амбалаж"	"7427"
"2664"	"Производител, дървени въглища"	"6143"
"2665"	"Производител, дървени трупи"	"6143"
"2666"	"Производител, живи риби за разплод / рибобасейни"	"6151"
"2669"	"Производител, зърнени култури"	"6111"
"2670"	"Производител, изделия от дърво"	"7426"
"2671"	"Производител, кошничарски изделия, четки и метли"	"7428"
"2672"	"Производител, мляко"	"6121"
"2673"	"Производител, ориз"	"6111"
"2674"	"Производител, посадъчен материал"	"6115"
"2675"	"Производител, прецизни инструменти"	"7224"
"2676"	"Производител, пълнени шивашки изделия"	"7446"
"2677"	"Производител, разсади"	"6115"
"2678"	"Производител, сарашки изделия"	"7453"
"2679"	"Производител, царевица"	"6111"
"2680"	"Производител, яйца"	"6123"
"2681"	"Прокорист"	"2419"
"2682"	"Прокурор"	"2424"
"2683"	"Прокурор-завеждащ отдел / Главна прокуратура"	"1125"
"2684"	"Прокурор-ръководител / апелативна прокуратура"	"1125"
"2685"	"Промишлен психолог"	"2443"
"2686"	"Пропарчик / дървообработване"	"8142"
